source,target,True_label,training_edge
B001DV1FV8,B006JJODW2,0,0
B001DW2O7G,B002CJ3A5E,0,0
B001DW2O7G,B0042XFAVU,0,0
B001PI8IJQ,B001DWKH66,0,0
B001DWKH66,B0028SIKFE,0,0
B002ZKD0KA,B001DWKH66,0,0
B001DWKH66,B00337D8U6,0,0
B0039XWD6O,B001DWKH66,0,0
B001DWKH66,B0039Y58YC,0,0
B001DWKH66,B0039Y59F0,0,0
B001DWKH66,B003CUAB4A,0,0
B001DWKH66,B0042FMA66,0,0
B001DWKH66,B0046MHWJU,0,1
B001DWKH66,B004TKTOWC,0,0
B001DWKH66,B005DM5QEK,0,0
B001DWKH66,B006N1Q0W2,0,0
B001DWKH66,B007QYZ08A,0,1
B001DWKH66,B007UM59NO,0,0
B001DWKH66,B007UM59NY,0,0
B001DWKH66,B007UM59O8,0,0
B007UM5A1A,B001DWKH66,0,0
B001DWKH66,B0084PK8CS,0,0
B001DWKH66,B0087E3UDK,0,0
B001DWKH66,B009SPJ05E,0,0
B001DWKH66,B009SPJ14O,0,0
B001DWKH66,B009SPL2K0,0,0
B001DWKH66,B009SPUE72,0,0
B00D9ILK7W,B001DWKH66,0,0
B001DWKH66,B00EDSI7QO,0,0
B001DWKH66,B00JC5Y6WM,0,0
B001DWKH66,B00JC5Y6YA,0,0
B001DWKH66,B00JC5Y744,0,1
B001DWKH66,B00JC5Y77Q,0,1
B001E0PZSM,B002L77PWQ,1,1
B001E0PZSM,B0040GCIBE,1,1
B001E0PZSM,B0040GHL02,1,1
B001E0RZ3U,B0026NR4NU,0,1
B001E0RZ3U,B0040GFFGO,0,0
B001E0RZ3U,B005GI18EI,0,0
B001E0RZ3U,B005GI19HY,0,0
B001E0RZ3U,B008D96BL2,0,0
B001E0RZ3U,B008TND0PM,0,0
B001E0RZ3U,B00EZPXYP4,0,0
B001E0RZ3U,B00EZQYC8G,0,0
B001E37P4G,B001G887HI,0,0
B001E37P4G,B003VUM9XM,0,1
B001E37P4G,B004230DMQ,0,0
B001E37P4G,B0057UYU3Q,0,1
B001E37P4G,B005IIUFYU,0,0
B001E37P4G,B00A8IZMUM,0,0
B001E37P4G,B00EPACNPQ,0,0
B001E37P4G,B00EPACNUG,0,0
B001E37P4G,B00EPACO3M,0,0
B001E5E0YM,B009KTSRMA,0,1
B001E5E0YM,B00EIU2BIW,0,0
B001E5E0YM,B00K7FWR8G,0,0
B001E5Q80G,B003VNCRNQ,0,0
B001E5Q80G,B008MR36FE,0,0
B001E5Q81K,B003VNCRNQ,0,0
B001E5Q81K,B003VNCROU,0,1
B001E5Q81K,B008NP76AQ,0,1
B001E5Q81K,B008NP76FQ,0,0
B001E5Q8CO,B004I6IXC4,0,0
B001E5Q8CO,B0050TVAWS,0,1
B001E5Q8CO,B0093CBTOM,0,0
B001E5Q8CO,B009XOVKEY,0,0
B001E5Q8CO,B00GAIMXR4,0,0
B001E6OV68,B001E6QTPO,0,0
B001E6OV68,B001RMX1WE,0,0
B001E6OV68,B001VOCIEA,0,0
B001E6OV68,B002UKHJDE,0,0
B001E6OV68,B007QYZ17A,0,0
B001E6QTPO,B001RMX1WE,0,0
B001E6QTPO,B001VOCIEA,0,0
B001E6QTPO,B002UKHJDE,0,0
B001E6QTPO,B003O7EPES,0,0
B001E6QTPO,B003VKZIT4,0,0
B004O3FW5W,B001E6QTPO,0,0
B001E6QTPO,B005FV8RV8,0,0
B001E6QTPO,B007PNZ2S0,0,0
B001E6QTPO,B007QYZ17A,0,1
B009ZA2OBE,B001E6QTPO,0,0
B001E6QTPO,B00CHZG1FE,0,0
B001E6V6RA,B003YJ5DKG,0,0
B001E6V6RA,B008RA5A00,0,1
B001E6V6RA,B00E6LJ1OA,0,0
B001E6V6RA,B00ESFEWCA,0,0
B001E7788K,B002L77PR6,0,0
B001E7788K,B0040GCIBE,0,0
B001E7788K,B0040GHL02,0,0
B001E7788K,B005GI18EI,0,1
B001E7788K,B00EZPXOTA,0,0
B001E8Z8K4,B002SQZ4X2,1,1
B001E8Z8K4,B003YCOJA8,1,0
B001E8Z8K4,B003YCOJAI,1,1
B001E8Z8K4,B009VL9YGU,1,1
B001E8Z8K4,B00E6OPDUS,1,1
B001E8Z8K4,B00EFRME1C,1,1
B001F5U8PQ,B001E9B078,0,0
B001NDLBQK,B001E9B078,1,1
B001E9B078,B001UHMVKO,1,1
B001E9B078,B002JWWHAI,1,1
B002MFT2E6,B001E9B078,1,1
B0030MVIQ0,B001E9B078,0,1
B001E9B078,B0035N9VGI,1,1
B001E9B078,B003EQ4BXY,1,1
B001E9B078,B003EQ4C0G,1,0
B001E9B078,B003EQ4C0Q,1,1
B001E9B078,B003MU9CPY,1,0
B001E9B078,B004V2H3DA,1,1
B001E9B078,B00573S24Q,1,1
B00573U37K,B001E9B078,1,1
B005JV7IWI,B001E9B078,1,0
B001E9B078,B008V308NM,1,1
B001E9B078,B00GZ2NS4C,1,1
B001EC0DTQ,B001F0RYX0,0,1
B001EC0DTQ,B001R2MSNM,0,0
B001EC0DTQ,B002SRSPOG,0,0
B001EC0DTQ,B005CELKD0,0,0
B001EC0DTQ,B005TJIE7S,0,0
B001EC0DTQ,B006C63AYY,0,0
B001EC0DTQ,B00AY016T0,0,0
B001EC0DTQ,B00BR082FW,0,0
B001EC0DTQ,B00CO9VM3E,0,0
B001EC0DTQ,B00E3RH3A6,0,0
B001EC0DTQ,B00E5UHRIO,0,0
B001ECGT7Q,B00E6LILGE,0,0
B001ECMG3C,B001ECGT8A,0,0
B001ECMG9G,B001ECGT8A,0,0
B001ECGT8A,B001F0J6ZE,0,0
B001ECGT8A,B0027ELNYE,0,0
B001ECGT8A,B0027EQP56,0,0
B001ECGT8A,B002KINCSW,0,0
B001ECGT8A,B002KIND8G,0,0
B001ECGT8A,B0039L31JY,0,1
B001ECGT8A,B003DU34Y8,0,0
B001ECGT8A,B003YJ5ESM,0,0
B001ECGT8A,B003YJ78JA,0,0
B001ECGT8A,B003YJ8WFE,0,0
B001ECGT8A,B005FIWUMS,0,0
B001ECGT8A,B008RA5AWS,0,0
B001ECGT8A,B008RA5DIE,0,1
B001ECGT8A,B008RA5EHY,0,1
B001ECGT8A,B00E6LIECA,0,0
B001ECGT8A,B00E6LIEFM,0,0
B001ECGT8A,B00E6LILGE,0,0
B001ECGT8A,B00E6LIUW4,0,1
B001ECGT8A,B00E6LIUXI,0,0
B001ECGT8A,B00E6LJAOG,0,0
B001ECGT8A,B00GKZVLEI,0,0
B001ECIA46,B00E6LIEFM,0,0
B001ECIA5K,B002KIJNQ2,0,0
B001ECIA5K,B003YJ5GGM,0,1
B001ECIA5K,B003YJ7A3O,0,0
B001ECIA5K,B0044ZNJZ0,0,0
B001ECIA5K,B004D4F19Y,0,0
B001ECIA5K,B0081TYO6I,0,0
B001ECIA5K,B00894F95K,0,0
B001ECIA5K,B0089MESUY,0,0
B001ECIA5K,B008B1JE16,0,0
B001ECIA5K,B008B3A6OS,0,0
B001ECIA5K,B008RE6DYS,0,1
B001ECMFYC,B00269D9LU,0,0
B002KIJNDK,B001ECMFYC,0,0
B001ECMG6E,B00E6LIUW4,0,0
B001ECMG78,B00E6LIM2W,0,0
B001ECMG9G,B00E6LIEFM,0,1
B001ECMG9G,B00E6LIEFW,0,0
B001EE2ZM2,B002EAASFG,0,0
B001EJTO3K,B001EJTO8A,0,0
B001EJTO3K,B001EJVQDG,0,1
B001EJTO3K,B002J9PO2E,0,0
B001EJTO3K,B002J9V9BO,0,0
B001EJTO3K,B0051M6IPI,0,0
B001EJTO3K,B006WVR9GY,0,0
B001EJTO3K,B008MR2GO6,0,0
B001EJTO3K,B008MR2GUA,0,0
B001EJTO3K,B00EOI2SYK,0,1
B001EJTO3K,B00EOI2TD0,0,0
B001EJTO8A,B002IJA1DM,0,0
B001EJTO8A,B002J9PO2E,0,1
B002LSHLUQ,B001EJTO8A,0,0
B001EJTO8A,B00417GTVM,0,0
B001EJTO8A,B004PIPG2A,0,0
B001EJTO8A,B0051M6I9O,0,0
B001EJTO8A,B0051M6IPI,0,0
B001EJTO8A,B005HTIWF4,0,0
B001EJTO8A,B008MIMIY8,0,0
B001EJTO8A,B008MR2GUA,0,0
B001EJTO8A,B008U5EL5C,0,0
B001EJTO8A,B009716GWE,0,0
B001EJTO8A,B009H9HLVQ,0,0
B001EJTO8A,B00BFNCFXG,0,0
B001EJTO8A,B00BFNCFZ4,0,0
B001EJTO8A,B00EOQZB32,0,0
B001EJTO8A,B00F2BDP9K,0,0
B001EJTO8A,B00FB5R4L2,0,0
B001EJTO8A,B00FFZXWS2,0,0
B001EJTO8A,B00G6CLNCK,0,0
B001EJTO8A,B00HRQB28Y,0,1
B001EJTO8A,B00IIL0S8W,0,1
B001EJTO8A,B00IIL0SCS,0,0
B001EJVQDG,B001L5DQ4U,0,0
B001EJVQDG,B002J9V9BO,0,1
B001EJVQDG,B002PCELP6,0,0
B001EJVQDG,B0041S1DLM,0,0
B001EJVQDG,B004I1TU5I,0,0
B001EJVQDG,B005HTIWFE,0,1
B001EJVQDG,B005HTIWIQ,0,0
B001EJVQDG,B005IIUFYU,0,1
B001EJVQDG,B006WVR9GY,0,0
B001EJVQDG,B007R0RKV8,0,0
B001EJVQDG,B008MR2GKA,0,0
B001EJVQDG,B008MR2GO6,0,0
B001EJVQDG,B009WLN5M8,0,0
B001EJVQDG,B00CH6ATMO,0,1
B001EJVQDG,B00EOI2SR2,0,0
B001EJVQDG,B00EOI2SYK,0,1
B001EJVQDG,B00EOI2TD0,0,1
B001EJVQDG,B00EOQZB0A,0,0
B001EJVQDG,B00EOQZB4G,0,0
B001EJVQIQ,B0051M6JZW,0,0
B001EK2GAC,B00BMJ3ZJG,0,0
B001ELT4IS,B001O4TE3A,0,0
B001ELVDH8,B0039L31JY,0,1
B002O0N4KM,B001EM5XVO,0,0
B001ENOVP2,B001UXTIGS,1,1
B001ENOVP2,B002U0L1BU,1,1
B001EPVEDC,B003YUBS2C,0,0
B001EPVEDC,B0049TMBDM,0,0
B001EPYXQM,B00423GESS,0,0
B001EU9O7A,B001EUB6GM,0,1
B001EU9O7A,B001EUDGO2,0,0
B001EU9O7A,B001EUE49I,0,0
B001EU9O7A,B001EUG4O6,0,0
B001EU9O7A,B001GCVFYQ,0,0
B001EU9O7A,B003B329U2,0,1
B001EU9O7A,B003B32B0U,0,0
B001EU9O7A,B003D8VCXK,0,0
B001EU9O7A,B004TCGT2I,0,0
B001EU9O7A,B004TH1NN8,0,0
B001EU9O7A,B004TH7NDW,0,0
B001EU9O7A,B004TH7OF4,0,0
B001EU9O7A,B007R0RJF0,0,1
B001EU9O7A,B007R0RKV8,0,0
B001EU9O7A,B007YVON5Q,0,0
B001EU9O7A,B0096DZL10,0,0
B001EU9O7A,B00CH6ATMO,0,0
B001EU9O7A,B00EOQZB0A,0,0
B001EU9O7A,B00H09BB16,0,0
B001EU9P5Q,B001EUE49I,0,0
B001EU9P5Q,B001EUG4O6,0,0
B001EU9P5Q,B003B328R6,0,1
B001EU9P5Q,B003B329KM,0,0
B001EU9P5Q,B003B329U2,0,1
B001EU9P5Q,B004TGQS0M,0,0
B001EU9P5Q,B004TH1NN8,0,0
B001EU9P5Q,B004TH7NDW,0,0
B001EUB6GM,B001EUE49I,0,0
B001EUE4CU,B001EUB6GM,0,0
B001EUG4K0,B001EUB6GM,0,1
B001EUB6GM,B001EUG4O6,0,0
B001EUB6GM,B003B328R6,0,0
B003B328TE,B001EUB6GM,0,0
B003B3291Q,B001EUB6GM,0,0
B001EUB6GM,B003B329KM,0,0
B003B329LG,B001EUB6GM,0,0
B001EUB6GM,B003B329U2,0,0
B001EUB6GM,B004TGQS0M,0,0
B001EUB6GM,B004TH1NN8,0,0
B004TH1XH4,B001EUB6GM,0,0
B001EUB6GM,B004TH7NDW,0,1
B001EUB70M,B003B328R6,0,0
B001EUB70M,B004TH1NN8,0,0
B001EUB70M,B007YVON5Q,0,1
B001EUBSL0,B001EUDGO2,0,0
B001EUBSL0,B001EUDJWQ,0,0
B001EUBSL0,B001EUE49I,0,0
B001EUBSL0,B001EUG4O6,0,0
B001EUBSL0,B001GCVFYQ,0,0
B001EUBSL0,B002ID8R3Y,0,0
B001EUBSL0,B003B329U2,0,0
B001EUBSL0,B003B32B0U,0,0
B001EUBSL0,B003B32B8M,0,0
B001EUBSL0,B004TH7FM6,0,0
B001EUBSL0,B004TH7NDW,0,0
B001EUBSL0,B004TH7OF4,0,0
B001EUBSL0,B007R0RKV8,0,0
B001EUBSL0,B007YVON5Q,0,0
B001EUBSL0,B0093FROMA,0,0
B001EUBSL0,B00CH6ATMO,0,0
B001EUBSL0,B00EOQZB0A,0,0
B001EUBSL0,B00EOQZB4G,0,0
B001EUBUR2,B003B32AUG,0,0
B001EUBUR2,B004TH7FM6,0,0
B002HH0WH0,B001EUCER2,0,0
B004074Y42,B001EUCER2,0,0
B001EUCER2,B004QMT9D2,0,0
B001EUCER2,B00F9ZQQ8Q,0,0
B001EUCTPE,B003B328R6,0,1
B001EUCTPE,B004TH1NN8,0,0
B001EUCTPE,B007YVON5Q,0,0
B001EUDJWQ,B001EUDGO2,0,0
B001EUE4CU,B001EUDGO2,0,0
B001EUDGO2,B001EUG4O6,0,0
B001EUDGO2,B001EUIVZG,0,0
B001EUDGO2,B001GCVFYQ,0,0
B001EUDGO2,B002CIP12U,0,0
B001EUDGO2,B002ID8R3Y,0,0
B001EUDGO2,B003B329U2,0,0
B001EUDGO2,B003B32B0U,0,0
B001EUDGO2,B003B32B8M,0,0
B003B32BAU,B001EUDGO2,0,0
B003D8XEJA,B001EUDGO2,0,0
B003D8ZBY6,B001EUDGO2,0,0
B001EUDGO2,B004TCGT2I,0,0
B001EUDGO2,B004TH1NN8,0,1
B004TH1RHA,B001EUDGO2,0,0
B001EUDGO2,B004TH7NDW,0,0
B001EUDGO2,B004TH7OF4,0,0
B001EUDGO2,B007R0RKV8,0,1
B001EUDGO2,B007YVON5Q,0,0
B001EUDGO2,B008TN81ZG,0,0
B001EUDGO2,B0093FRO7A,0,0
B001EUDGO2,B0093FROMA,0,0
B001EUDGO2,B0099F823E,0,0
B001EUDGO2,B00CH6ATMO,0,0
B001EUDGO2,B00CH6AWOY,0,0
B001EUDGO2,B00EOQZB0A,0,1
B001EUDGO2,B00EOQZB4G,0,0
B001EUDIZE,B001EUIYWQ,0,0
B001EUDIZE,B003B32AA6,0,0
B001EUDJ44,B003B32A88,0,0
B001EUDJ44,B003B32AA6,0,0
B001EUDJWQ,B001EUIVZG,0,0
B001EUIWKU,B001EUDJWQ,0,0
B001EUDJWQ,B003B329U2,0,0
B003B32AQK,B001EUDJWQ,0,0
B001EUDJWQ,B003B32B0U,0,0
B001EUDJWQ,B004TCGT2I,0,0
B001EUDJWQ,B004TH7OF4,0,1
B004TH7OXQ,B001EUDJWQ,0,0
B001EUDJWQ,B007IWCWFE,0,1
B001EUDJWQ,B007R0RKV8,0,0
B001EUDJWQ,B007YVON5Q,0,1
B001EUDJWQ,B008TN81ZG,0,0
B001EUDJWQ,B00CH6ATMO,0,0
B001EUDJWQ,B00EOQZB0A,0,0
B001EUDKT8,B003B329KM,0,0
B003B329LG,B001EUDKT8,0,1
B004TCD1HE,B001EUDKT8,0,0
B001EUDKT8,B004TCG5PE,0,0
B001EUDKT8,B007R0RKV8,0,1
B001EUDKT8,B009H9HLVQ,0,1
B001EUDKT8,B00B5P7VEW,0,0
B001EUDKT8,B00CH6ATMO,0,0
B001EUDKT8,B00EOQZB0A,0,0
B001EUE3WQ,B003B32AF6,0,0
B001EUE3YE,B004TCGT2I,0,1
B001EUE4CU,B001EUE49I,0,0
B001EUG4O6,B001EUE49I,0,1
B001EUIVZG,B001EUE49I,0,0
B001EUIXL8,B001EUE49I,0,1
B001EUE49I,B003B329U2,0,0
B001EUE49I,B003B32AA6,0,0
B001EUE49I,B003D8VCXK,0,0
B003D8XE4K,B001EUE49I,0,1
B001EUE49I,B004TCGT2I,0,0
B004TH1I5G,B001EUE49I,0,0
B001EUE49I,B004TH1KI6,0,0
B004TH4CZ4,B001EUE49I,0,0
B001EUE49I,B004TH7NDW,0,0
B001EUE49I,B004TH7OF4,0,0
B004TH7Q8Y,B001EUE49I,0,0
B001EUE49I,B007R0RJF0,0,0
B001EUE49I,B007R0RKV8,0,1
B001EUE49I,B007YVON5Q,0,1
B001EUE49I,B00EOQZB0A,0,0
B001EUE49I,B00EOQZB4G,0,1
B001EUE4CU,B001EUIVZG,0,1
B001EUE4CU,B001GCVFYQ,0,0
B001EUE4CU,B003B328R6,0,1
B001EUE4CU,B003B329U2,0,0
B001EUE4CU,B003B32B0U,0,0
B001EUE4CU,B003D8VCXK,0,0
B001EUE4CU,B004TCGT2I,0,0
B001EUE4CU,B004TGQS0M,0,0
B001EUE4CU,B004TH1NN8,0,0
B001EUE4CU,B004TH7NDW,0,1
B001EUE4CU,B004TH7OF4,0,0
B001EUE4CU,B004TH7RAG,0,0
B001EUE4CU,B007R0RJF0,0,0
B001EUE4CU,B007R0RKV8,0,0
B001EUE4CU,B007YVON5Q,0,0
B001EUE4CU,B0094KBQL4,0,0
B001EUE4CU,B0096DZL10,0,0
B001EUE4CU,B00CH6ATMO,0,0
B001EUE4CU,B00EOQZB0A,0,1
B001EUE4CU,B00EOQZB4G,0,0
B002HH0WH0,B001EUG3BU,0,0
B004074Y42,B001EUG3BU,0,0
B001EUG3BU,B004QMT9D2,0,0
B001EUG3BU,B0051M6IPI,0,0
B001EUG3BU,B005CELHJC,0,0
B001EUG3BU,B008MIMIY8,0,0
B001EUG3BU,B00F9ZQQ8Q,0,0
B001EUG3BU,B00FB5R4L2,0,1
B001EUG3BU,B00FB5R6L0,0,0
B001EUG45K,B008MR2HWC,0,0
B001EUG45K,B00975BPC6,0,0
B001EUG45K,B00ILBO1MS,0,0
B001EUG4K0,B001EUG4O6,0,0
B001EUG4K0,B001EUIVZG,0,0
B001EUG4K0,B001EUIXL8,0,0
B001EUG4K0,B003B329U2,0,1
B001EUG4K0,B003B32AA6,0,0
B001EUG4K0,B003D8VCXK,0,0
B001EUG4K0,B004TCGT2I,0,0
B001EUG4K0,B004TH1KI6,0,0
B001EUG4K0,B004TH7NDW,0,0
B001EUG4K0,B004TH7OF4,0,0
B001EUG4K0,B007R0RJF0,0,1
B001EUG4K0,B007R0RKV8,0,0
B001EUG4K0,B007YVON5Q,0,0
B001EUG4K0,B00EOQZB0A,0,0
B001EUG4K0,B00EOQZB4G,0,0
B001EUG4Q4,B001EUG4O6,0,0
B001EUG4O6,B001EUIVZG,0,0
B001EUIWKU,B001EUG4O6,0,0
B001EUG4O6,B001GCVFYQ,0,0
B001HBJ5ZW,B001EUG4O6,0,0
B001M21UHW,B001EUG4O6,0,0
B001EUG4O6,B003B328R6,0,0
B003B328TE,B001EUG4O6,0,0
B003B3291Q,B001EUG4O6,0,0
B003B329RK,B001EUG4O6,0,0
B001EUG4O6,B003B329U2,0,0
B003B329UC,B001EUG4O6,0,0
B003B32AQK,B001EUG4O6,0,0
B001EUG4O6,B003B32B0U,0,1
B001EUG4O6,B003D8VCXK,0,0
B003D8XE4K,B001EUG4O6,0,0
B003D8XEAO,B001EUG4O6,0,0
B003D8ZBL4,B001EUG4O6,0,0
B001EUG4O6,B004TCGT2I,0,0
B001EUG4O6,B004TGQS0M,0,0
B001EUG4O6,B004TH1NN8,0,0
B004TH1RHA,B001EUG4O6,0,0
B004TH1XH4,B001EUG4O6,0,0
B004TH4CHC,B001EUG4O6,0,1
B004TH4CZ4,B001EUG4O6,0,0
B001EUG4O6,B004TH7NDW,0,0
B001EUG4O6,B004TH7OF4,0,1
B004TH7OXQ,B001EUG4O6,0,0
B004TH7Q8Y,B001EUG4O6,0,1
B001EUG4O6,B004TH7RAG,0,1
B004TH7RU6,B001EUG4O6,0,0
B004TH7S9G,B001EUG4O6,0,0
B001EUG4O6,B007R0RJF0,0,1
B001EUG4O6,B007R0RKV8,0,0
B001EUG4O6,B007YVON5Q,0,0
B001EUG4O6,B0094KBQL4,0,0
B001EUG4O6,B0096DZL10,0,1
B001EUG4O6,B00CH6ATMO,0,0
B001EUG4O6,B00EOQZB0A,0,0
B001EUG4O6,B00EOQZB4G,0,0
B001EUG4Q4,B004TH7OF4,0,0
B001EUIWKU,B001EUIVZG,0,1
B001EUIVZG,B001GCVFYQ,0,1
B001EUIVZG,B002ID8R3Y,0,0
B001EUIVZG,B003B329U2,0,0
B001EUIVZG,B003B32B0U,0,0
B001EUIVZG,B003B32B8M,0,0
B003B32BAU,B001EUIVZG,0,1
B001EUIVZG,B004TH7FM6,0,0
B004TH7IH8,B001EUIVZG,0,0
B001EUIVZG,B004TH7NDW,0,0
B001EUIVZG,B004TH7OF4,0,0
B001EUIVZG,B007R0RKV8,0,0
B001EUIVZG,B007YVON5Q,0,0
B001EUIVZG,B0093FROMA,0,0
B001EUIVZG,B00CH6ATMO,0,0
B001EUIVZG,B00EOQZB0A,0,0
B001EUIVZG,B00EOQZB4G,0,1
B003B32B14,B001EUIWAA,0,0
B003B32B2S,B001EUIWAA,0,1
B001EUIWAA,B00EOQZB0A,0,1
B001EUIWGY,B00EOQZB0A,0,1
B001EUIWKU,B001GCVFYQ,0,1
B001EUIWKU,B002CIP12U,0,0
B001EUIWKU,B002ID8R3Y,0,0
B001EUIWKU,B003B329U2,0,0
B001EUIWKU,B003B32B0U,0,1
B001EUIWKU,B003B32B8M,0,0
B001EUIWKU,B004TCGT2I,0,0
B001EUIWKU,B004TH1NN8,0,0
B001EUIWKU,B004TH7NDW,0,0
B001EUIWKU,B004TH7OF4,0,0
B001EUIWKU,B007R0RKV8,0,1
B001EUIWKU,B007YVON5Q,0,0
B001EUIWKU,B008TN81ZG,0,0
B001EUIWKU,B0093FRO7A,0,1
B001EUIWKU,B0093FROMA,0,0
B001EUIWKU,B0099F823E,0,0
B001EUIWKU,B00CH6ATMO,0,0
B001EUIWKU,B00CH6AWOY,0,1
B001EUIWKU,B00EOQZB0A,0,0
B001EUIWKU,B00EOQZB4G,0,0
B001EUIXL8,B003B329HK,0,1
B001EUIXL8,B00EOQZB4G,0,0
B001EVLK6W,B008TN81ZG,0,0
B001EVLK6W,B00ANH074Y,0,0
B001EVLK6W,B00CSJFWUY,0,0
B001EVLK6W,B00CSJFX08,0,1
B001EVLK6W,B00E1L1P5I,0,1
B001EW77Y0,B00269D9LU,0,0
B001EX1ZS8,B001EX3SNS,1,1
B001EX3SNS,B0068M5ZCM,0,0
B001EX3SNS,B00F5OFPXS,0,1
B001EZX624,B00H9OQHTS,0,1
B001F00VFS,B002ABMR6C,0,1
B001F00VFS,B002PRIT0O,0,0
B001F00VFS,B002UU0VYI,0,0
B001F00VFS,B004O3AN5G,0,0
B001F00VFS,B005DM5QEK,0,0
B001F00VFS,B00HM3QP5W,0,0
B00269D9LU,B001F0J6ZE,0,0
B0027EFY8K,B001F0J6ZE,0,0
B001F0J6ZE,B0027ELNYE,1,1
B001F0J6ZE,B0027EQP56,1,1
B0029LHVQE,B001F0J6ZE,0,0
B002JB1TRQ,B001F0J6ZE,0,0
B001F0J6ZE,B003DU34Y8,1,1
B003N0YD1Q,B001F0J6ZE,0,0
B003N13WT4,B001F0J6ZE,0,1
B005FIWT7E,B001F0J6ZE,0,0
B006M7O4B6,B001F0J6ZE,0,0
B0098WBVKY,B001F0J6ZE,0,0
B009MIR41Y,B001F0J6ZE,0,0
B00AQJ2KQM,B001F0J6ZE,0,1
B00BY0GBAI,B001F0J6ZE,0,1
B00D9ILK7W,B001F0J6ZE,0,1
B00ESFEWCA,B001F0J6ZE,0,0
B00GKZVLEI,B001F0J6ZE,0,1
B001F0MY30,B001F0RYX0,1,0
B002KCO642,B001F0RYX0,0,0
B002N5YFO2,B001F0RYX0,0,0
B002WYJELS,B001F0RYX0,0,0
B003156N6Q,B001F0RYX0,0,0
B003EXY9SE,B001F0RYX0,0,0
B003URW7OM,B001F0RYX0,0,0
B0041DO82I,B001F0RYX0,0,0
B0041DQ7M2,B001F0RYX0,0,0
B005CELKD0,B001F0RYX0,0,0
B00600YX70,B001F0RYX0,1,0
B006C63AYY,B001F0RYX0,0,0
B008MR2Y0M,B001F0RYX0,0,0
B00AMFTLLW,B001F0RYX0,0,0
B001F0RYX0,B00B0WUC78,1,1
B001F0RYX0,B00BKT4RFY,1,1
B00BY0GBAI,B001F0RYX0,0,0
B00CO9VM3E,B001F0RYX0,0,0
B00D605G6Y,B001F0RYX0,0,0
B00DVRQGXE,B001F0RYX0,1,1
B00IMNYMAG,B001F0RYX0,0,1
B001F0RYY4,B0046TUCM2,0,0
B001F0RYY4,B0068M5ZCM,0,0
B001F0RYY4,B00A9Y478I,0,0
B001F0RYY4,B00F5OFPXS,0,0
B001F0RYY4,B00FFU8PDO,0,0
B001F0RYY4,B00GNI9RSE,0,0
B001F12YPC,B007TZS1U0,0,0
B001F50WKW,B0039L6FRE,0,0
B001F50WKW,B003VUM9XM,0,1
B001F50WKW,B005IIUFYU,0,0
B001F50WKW,B009SPK1DY,0,0
B001F50WKW,B00DTNJCB8,0,0
B001F5U8PQ,B00337D8U6,0,0
B001F5U8PQ,B0039L31JY,0,0
B001F5U8PQ,B003EQ4BXY,0,0
B001F5U8PQ,B003EQ4C0G,0,0
B001F5U8PQ,B004XW1WFS,0,0
B001F5U8PQ,B00532UT7Y,0,0
B001F5U8PQ,B009SPUE72,0,0
B001F5VBQQ,B002IB4KKU,0,0
B001F5VBRU,B002Q72JB8,0,1
B001F5VBRU,B004Q0PT3I,0,0
B001F5VBRU,B005LTV8G0,0,0
B001F5VBRU,B008YTAGIK,0,0
B001F5VBRU,B008YTAKJA,0,0
B001F5VBRU,B00BMJ3ZJG,0,0
B001F5VBRU,B00ENFVLAQ,0,0
B001F5VBRU,B00H09BB16,0,0
B001F5VBRU,B00H09BOXQ,0,0
B001F8V8FM,B00519868I,0,0
B001FBMBM8,B002FD3688,0,0
B001FBMBM8,B003BYQ8N0,0,0
B001FBMBM8,B00417GTUS,0,0
B001FBMBM8,B004QMT9D2,0,0
B001FBMBM8,B0051M6IPI,0,0
B001FBMBM8,B00570MW04,0,0
B001FBMBM8,B005CSF1VI,0,0
B001FBMBM8,B008MIMIY8,0,0
B001FBMBM8,B008MR29LG,0,0
B001FBMBM8,B009DZGMGE,0,0
B001FBMBM8,B009DZLVN8,0,0
B001FBMBM8,B00C7AXKZ8,0,0
B001FBMBM8,B00F9ZQQ8Q,0,0
B001FBMBM8,B00FB5R4L2,0,0
B001FBMBM8,B00FB5R4SA,0,0
B001FBMBM8,B00FB5R6L0,0,0
B001FBMBM8,B00HRQB28Y,0,0
B001FBMBM8,B00JC5Y4FQ,0,0
B001FDG0IW,B00EOR3IJK,0,0
B001FF0EVE,B009FUEQUG,0,0
B00G3IRQG4,B001FJVG8A,0,1
B001FJYJU2,B0027ESKNG,0,0
B001FK615W,B005WA9WN4,0,0
B001FSG0LE,B001FSHLAI,1,1
B001FSHLCQ,B001FSG0LE,0,0
B001FSG0LE,B002MFSRIS,1,1
B001FSG0LE,B002TZLMI8,1,1
B001FSG0LE,B002TZSLXM,1,0
B001FSG0LE,B003D24LTI,1,1
B001FSG0NC,B002TZSLXM,0,0
B001FSG0NC,B002UCGXPC,1,1
B001FSG0TQ,B003VUM9XM,0,0
B001FSG0TQ,B0041RYPFE,0,0
B001FSG0TQ,B004E564PW,0,0
B001FSG0TQ,B005IIUFYU,0,0
B001FSG0TQ,B00EOI2SR2,0,0
B001FSG0TQ,B00EXPSW2Q,0,0
B001FSHLAI,B00347IDNM,0,1
B001FSHLAI,B003D24LTI,0,0
B002TZSLXM,B001FSHLCQ,1,0
B001FSHLCQ,B003476PCI,0,0
